raceId,driverId,driverRef,circuitId,circuit_name,season,round,grid,position,positions_gained,driver_avg_finish_last5,driver_dnf_rate_last5,driver_circuit_avg_finish,driver_circuit_race_count,age
170,25,wurz,13,Circuit de Spa-Francorchamps,2000,13,19,13,6,13.8,0.4,15.75,4,26
171,25,wurz,14,Autodromo Nazionale di Monza,2000,14,13,5,8,11.2,0.2,13.5,4,26
172,25,wurz,19,Indianapolis Motor Speedway,2000,15,11,10,1,11.2,0.2,10.0,2,26
173,25,wurz,22,Suzuka Circuit,2000,16,11,19,-8,11.6,0.2,12.666666666666666,3,26
174,25,wurz,2,Sepang International Circuit,2000,17,5,7,-2,10.8,0.2,8.0,3,26
74,25,wurz,21,Autodromo Enzo e Dino Ferrari,2005,4,7,3,4,8.8,0.2,12.75,4,31
36,25,wurz,1,Albert Park Grand Prix Circuit,2007,1,15,18,-3,11.4,0.4,10.75,4,33
37,25,wurz,2,Sepang International Circuit,2007,2,19,9,10,11.2,0.4,8.0,3,33
38,25,wurz,3,Bahrain International Circuit,2007,3,11,11,0,9.6,0.2,11.0,1,33
39,25,wurz,4,Circuit de Barcelona-Catalunya,2007,4,18,22,-4,12.6,0.4,11.5,4,33
40,25,wurz,6,Circuit de Monaco,2007,5,11,7,4,13.4,0.4,12.25,4,33
41,25,wurz,7,Circuit Gilles Villeneuve,2007,6,19,3,16,10.4,0.2,10.4,5,33
42,25,wurz,19,Indianapolis Motor Speedway,2007,7,17,10,7,10.6,0.2,10.0,2,33
43,25,wurz,8,Circuit de Nevers Magny-Cours,2007,8,18,14,4,11.2,0.2,13.4,5,33
44,25,wurz,9,Silverstone Circuit,2007,9,13,13,0,9.4,0.0,7.8,5,33
45,25,wurz,20,Nürburgring,2007,10,12,4,8,8.8,0.0,11.0,4,33
46,25,wurz,11,Hungaroring,2007,11,12,14,-2,11.0,0.0,12.0,4,33
47,25,wurz,5,Istanbul Park,2007,12,14,11,3,11.2,0.0,11.0,1,33
48,25,wurz,14,Autodromo Nazionale di Monza,2007,13,13,13,0,11.0,0.0,13.5,4,33
49,25,wurz,13,Circuit de Spa-Francorchamps,2007,14,15,19,-4,12.2,0.2,15.75,4,33
50,25,wurz,16,Fuji Speedway,2007,15,18,22,-4,15.8,0.4,22.0,1,33
51,25,wurz,17,Shanghai International Circuit,2007,16,19,12,7,15.4,0.4,12.0,1,33
53,26,speed,3,Bahrain International Circuit,2006,1,16,13,3,13.0,0.0,17.5,2,23
54,26,speed,2,Sepang International Circuit,2006,2,12,16,-4,14.5,0.5,15.0,2,23
55,26,speed,1,Albert Park Grand Prix Circuit,2006,3,18,9,9,12.666666666666666,0.3333333333333333,15.0,2,23
56,26,speed,21,Autodromo Enzo e Dino Ferrari,2006,4,18,15,3,13.25,0.25,15.0,1,23
57,26,speed,20,Nürburgring,2006,5,17,11,6,12.8,0.2,16.0,2,23
58,26,speed,4,Circuit de Barcelona-Catalunya,2006,6,16,19,-3,14.0,0.4,18.5,2,23
59,26,speed,6,Circuit de Monaco,2006,7,18,13,5,13.4,0.2,11.0,2,23
60,26,speed,9,Silverstone Circuit,2006,8,15,20,-5,15.6,0.4,19.5,2,23
61,26,speed,7,Circuit Gilles Villeneuve,2006,9,17,10,7,14.6,0.4,14.5,2,23
62,26,speed,19,Indianapolis Motor Speedway,2006,10,13,20,-7,16.4,0.6,16.5,2,23
63,26,speed,8,Circuit de Nevers Magny-Cours,2006,11,14,10,4,14.6,0.4,14.0,2,23
64,26,speed,10,Hockenheimring,2006,12,19,12,7,14.4,0.4,12.0,1,23
65,26,speed,11,Hungaroring,2006,13,20,11,9,12.6,0.2,11.0,1,23
66,26,speed,5,Istanbul Park,2006,14,17,13,4,13.2,0.2,13.0,1,23
67,26,speed,14,Autodromo Nazionale di Monza,2006,15,15,13,2,11.8,0.0,13.0,1,23
68,26,speed,17,Shanghai International Circuit,2006,16,11,14,-3,12.6,0.0,14.0,1,23
69,26,speed,22,Suzuka Circuit,2006,17,19,18,1,13.8,0.0,18.0,1,23
70,26,speed,18,Autódromo José Carlos Pace,2006,18,16,11,5,13.8,0.0,11.0,1,23
36,26,speed,1,Albert Park Grand Prix Circuit,2007,1,17,21,-4,15.4,0.2,15.0,2,24
37,26,speed,2,Sepang International Circuit,2007,2,17,14,3,15.6,0.2,15.0,2,24
38,26,speed,3,Bahrain International Circuit,2007,3,19,22,-3,17.2,0.4,17.5,2,24
39,26,speed,4,Circuit de Barcelona-Catalunya,2007,4,22,18,4,17.2,0.6,18.5,2,24
40,26,speed,6,Circuit de Monaco,2007,5,18,9,9,16.8,0.6,11.0,2,24
41,26,speed,7,Circuit Gilles Villeneuve,2007,6,16,19,-3,16.4,0.6,14.5,2,24
42,26,speed,19,Indianapolis Motor Speedway,2007,7,20,13,7,16.2,0.6,16.5,2,24
43,26,speed,8,Circuit de Nevers Magny-Cours,2007,8,15,18,-3,15.4,0.6,14.0,2,24
44,26,speed,9,Silverstone Circuit,2007,9,15,19,-4,15.6,0.6,19.5,2,24
45,26,speed,20,Nürburgring,2007,10,18,21,-3,18.0,0.8,16.0,2,24
71,27,albers,1,Albert Park Grand Prix Circuit,2005,1,17,20,-3,20.0,1.0,17.666666666666668,3,26
72,27,albers,2,Sepang International Circuit,2005,2,19,13,6,16.5,0.5,15.333333333333334,3,26
73,27,albers,3,Bahrain International Circuit,2005,3,18,13,5,15.333333333333334,0.3333333333333333,16.333333333333332,3,26
74,27,albers,21,Autodromo Enzo e Dino Ferrari,2005,4,20,14,6,15.0,0.5,18.0,2,26
75,27,albers,4,Circuit de Barcelona-Catalunya,2005,5,14,16,-2,15.2,0.6,16.0,3,26
76,27,albers,6,Circuit de Monaco,2005,6,14,14,0,14.0,0.4,15.0,3,26
77,27,albers,20,Nürburgring,2005,7,20,17,3,14.8,0.4,15.0,2,26
78,27,albers,7,Circuit Gilles Villeneuve,2005,8,15,11,4,14.4,0.4,16.0,3,26
79,27,albers,19,Indianapolis Motor Speedway,2005,9,18,5,13,12.6,0.2,10.333333333333334,3,26
80,27,albers,8,Circuit de Nevers Magny-Cours,2005,10,20,17,3,12.8,0.2,17.0,3,26
81,27,albers,9,Silverstone Circuit,2005,11,18,18,0,13.6,0.2,16.0,3,26
82,27,albers,10,Hockenheimring,2005,12,16,13,3,12.8,0.2,17.0,2,26
83,27,albers,11,Hungaroring,2005,13,17,15,2,13.6,0.4,12.5,2,26
84,27,albers,5,Istanbul Park,2005,14,15,16,-1,15.8,0.6,16.0,2,26
85,27,albers,14,Autodromo Nazionale di Monza,2005,15,20,19,1,16.2,0.4,18.0,2,26
86,27,albers,13,Circuit de Spa-Francorchamps,2005,16,18,12,6,15.0,0.4,12.0,1,26
87,27,albers,18,Autódromo José Carlos Pace,2005,17,16,14,2,15.2,0.4,14.0,2,26
88,27,albers,22,Suzuka Circuit,2005,18,13,16,-3,15.4,0.2,19.0,2,26
89,27,albers,17,Shanghai International Circuit,2005,19,18,16,2,15.4,0.0,15.5,2,26
53,27,albers,3,Bahrain International Circuit,2006,1,18,22,-4,16.0,0.2,16.333333333333332,3,27
54,27,albers,2,Sepang International Circuit,2006,2,15,12,3,16.0,0.2,15.333333333333334,3,27
55,27,albers,1,Albert Park Grand Prix Circuit,2006,3,17,11,6,15.4,0.2,17.666666666666668,3,27
56,27,albers,21,Autodromo Enzo e Dino Ferrari,2006,4,20,22,-2,16.6,0.4,18.0,2,27
57,27,albers,20,Nürburgring,2006,5,16,13,3,16.0,0.4,15.0,2,27
58,27,albers,4,Circuit de Barcelona-Catalunya,2006,6,18,18,0,15.2,0.4,16.0,3,27
59,27,albers,6,Circuit de Monaco,2006,7,16,12,4,15.2,0.4,15.0,3,27
60,27,albers,9,Silverstone Circuit,2006,8,18,15,3,16.0,0.4,16.0,3,27
61,27,albers,7,Circuit Gilles Villeneuve,2006,9,19,22,-3,16.0,0.4,16.0,3,27
62,27,albers,19,Indianapolis Motor Speedway,2006,10,14,11,3,15.6,0.6,10.333333333333334,3,27
63,27,albers,8,Circuit de Nevers Magny-Cours,2006,11,15,15,0,15.0,0.4,17.0,3,27
64,27,albers,10,Hockenheimring,2006,12,21,21,0,16.8,0.6,17.0,2,27
65,27,albers,11,Hungaroring,2006,13,22,10,12,15.8,0.6,12.5,2,27
66,27,albers,5,Istanbul Park,2006,14,22,16,6,14.6,0.6,16.0,2,27
67,27,albers,14,Autodromo Nazionale di Monza,2006,15,18,17,1,15.8,0.4,18.0,2,27
68,27,albers,17,Shanghai International Circuit,2006,16,22,15,7,15.8,0.4,15.5,2,27
69,27,albers,22,Suzuka Circuit,2006,17,16,22,-6,16.0,0.4,19.0,2,27
70,27,albers,18,Autódromo José Carlos Pace,2006,18,17,14,3,16.8,0.4,14.0,2,27
36,27,albers,1,Albert Park Grand Prix Circuit,2007,1,21,22,-1,18.0,0.4,17.666666666666668,3,28
37,27,albers,2,Sepang International Circuit,2007,2,20,21,-1,18.8,0.6,15.333333333333334,3,28
38,27,albers,3,Bahrain International Circuit,2007,3,22,14,8,18.6,0.6,16.333333333333332,3,28
39,27,albers,4,Circuit de Barcelona-Catalunya,2007,4,21,14,7,17.0,0.4,16.0,3,28
40,27,albers,6,Circuit de Monaco,2007,5,22,19,3,18.0,0.4,15.0,3,28
41,27,albers,7,Circuit Gilles Villeneuve,2007,6,21,15,6,16.6,0.4,16.0,3,28
42,27,albers,19,Indianapolis Motor Speedway,2007,7,22,15,7,15.4,0.2,10.333333333333334,3,28
43,27,albers,8,Circuit de Nevers Magny-Cours,2007,8,20,19,1,16.4,0.4,17.0,3,28
44,27,albers,9,Silverstone Circuit,2007,9,22,15,7,16.6,0.4,16.0,3,28
45,28,markus_winkelhock,20,Nürburgring,2007,10,22,17,5,17.0,1.0,17.0,1,27
64,29,yamamoto,10,Hockenheimring,2006,12,22,19,3,19.0,1.0,20.5,2,24
65,29,yamamoto,11,Hungaroring,2006,13,21,21,0,20.0,1.0,20.666666666666668,3,24
66,29,yamamoto,5,Istanbul Park,2006,14,20,19,1,19.666666666666668,1.0,19.5,2,24
67,29,yamamoto,14,Autodromo Nazionale di Monza,2006,15,22,21,1,20.0,1.0,20.0,3,24
68,29,yamamoto,17,Shanghai International Circuit,2006,16,19,16,3,19.2,0.8,16.5,2,24
69,29,yamamoto,22,Suzuka Circuit,2006,17,22,17,5,18.8,0.6,16.5,2,24
70,29,yamamoto,18,Autódromo José Carlos Pace,2006,18,20,16,4,17.8,0.4,18.5,2,24
46,29,yamamoto,11,Hungaroring,2007,11,22,22,0,18.4,0.4,20.666666666666668,3,25
47,29,yamamoto,5,Istanbul Park,2007,12,20,20,0,18.2,0.2,19.5,2,25
48,29,yamamoto,14,Autodromo Nazionale di Monza,2007,13,22,20,2,19.0,0.2,20.0,3,25
49,29,yamamoto,13,Circuit de Spa-Francorchamps,2007,14,21,17,4,19.0,0.2,18.5,2,25
50,29,yamamoto,16,Fuji Speedway,2007,15,22,12,10,18.2,0.2,12.0,1,25
51,29,yamamoto,17,Shanghai International Circuit,2007,16,22,17,5,17.2,0.0,16.5,2,25
52,29,yamamoto,18,Autódromo José Carlos Pace,2007,17,22,21,1,17.4,0.2,18.5,2,25
346,29,yamamoto,9,Silverstone Circuit,2010,10,24,20,4,17.4,0.2,20.0,1,28
347,29,yamamoto,10,Hockenheimring,2010,11,22,22,0,18.4,0.4,20.5,2,28
348,29,yamamoto,11,Hungaroring,2010,12,24,19,5,19.8,0.4,20.666666666666668,3,28
349,29,yamamoto,13,Circuit de Spa-Francorchamps,2010,13,19,20,-1,20.4,0.4,18.5,2,28
350,29,yamamoto,14,Autodromo Nazionale di Monza,2010,14,23,19,4,20.0,0.2,20.0,3,28
352,29,yamamoto,22,Suzuka Circuit,2010,16,24,16,8,19.2,0.2,16.5,2,28
353,29,yamamoto,35,Korean International Circuit,2010,17,23,15,8,17.8,0.0,15.0,1,28
315,30,michael_schumacher,13,Circuit de Spa-Francorchamps,1991,11,7,26,-19,26.0,1.0,6.1875,16,22
316,30,michael_schumacher,14,Autodromo Nazionale di Monza,1991,12,7,5,2,15.5,0.5,5.235294117647059,17,22
317,30,michael_schumacher,27,Autódromo do Estoril,1991,13,10,6,4,12.333333333333334,0.3333333333333333,3.8,5,22
318,30,michael_schumacher,4,Circuit de Barcelona-Catalunya,1991,14,5,6,-1,10.75,0.25,4.473684210526316,19,22
319,30,michael_schumacher,22,Suzuka Circuit,1991,15,9,14,-5,11.4,0.4,7.526315789473684,19,22
320,30,michael_schumacher,29,Adelaide Street Circuit,1991,16,6,22,-16,10.6,0.4,15.6,5,22
289,30,michael_schumacher,30,Kyalami,1992,1,6,4,2,10.4,0.4,8.0,2,23
290,30,michael_schumacher,32,Autódromo Hermanos Rodríguez,1992,2,3,3,0,9.8,0.4,3.0,1,23
291,30,michael_schumacher,18,Autódromo José Carlos Pace,1992,3,5,3,2,9.2,0.4,4.611111111111111,18,23
292,30,michael_schumacher,4,Circuit de Barcelona-Catalunya,1992,4,2,2,0,6.8,0.2,4.473684210526316,19,23
293,30,michael_schumacher,21,Autodromo Enzo e Dino Ferrari,1992,5,5,23,-18,7.0,0.2,5.666666666666667,15,23
294,30,michael_schumacher,6,Circuit de Monaco,1992,6,6,4,2,7.0,0.2,8.277777777777779,18,23
295,30,michael_schumacher,7,Circuit Gilles Villeneuve,1992,7,5,2,3,6.8,0.2,4.777777777777778,18,23
296,30,michael_schumacher,8,Circuit de Nevers Magny-Cours,1992,8,5,20,-15,10.2,0.4,5.333333333333333,15,23
297,30,michael_schumacher,9,Silverstone Circuit,1992,9,4,4,0,10.6,0.4,7.888888888888889,18,23
298,30,michael_schumacher,10,Hockenheimring,1992,10,6,3,3,6.6,0.2,5.9375,16,23
299,30,michael_schumacher,11,Hungaroring,1992,11,4,12,-8,8.2,0.4,8.176470588235293,17,23
300,30,michael_schumacher,13,Circuit de Spa-Francorchamps,1992,12,3,1,2,8.0,0.4,6.1875,16,23
301,30,michael_schumacher,14,Autodromo Nazionale di Monza,1992,13,6,3,3,4.6,0.2,5.235294117647059,17,23
302,30,michael_schumacher,27,Autódromo do Estoril,1992,14,5,7,-2,5.2,0.2,3.8,5,23
303,30,michael_schumacher,22,Suzuka Circuit,1992,15,5,23,-18,9.2,0.4,7.526315789473684,19,23
304,30,michael_schumacher,29,Adelaide Street Circuit,1992,16,5,2,3,7.2,0.2,15.6,5,23
273,30,michael_schumacher,30,Kyalami,1993,1,3,12,-9,9.4,0.4,8.0,2,24
274,30,michael_schumacher,18,Autódromo José Carlos Pace,1993,2,4,3,1,9.4,0.4,4.611111111111111,18,24
275,30,michael_schumacher,31,Donington Park,1993,3,3,18,-15,11.6,0.6,18.0,1,24
276,30,michael_schumacher,21,Autodromo Enzo e Dino Ferrari,1993,4,3,2,1,7.4,0.4,5.666666666666667,15,24
277,30,michael_schumacher,4,Circuit de Barcelona-Catalunya,1993,5,4,3,1,7.6,0.4,4.473684210526316,19,24
278,30,michael_schumacher,6,Circuit de Monaco,1993,6,2,20,-18,9.2,0.4,8.277777777777779,18,24
279,30,michael_schumacher,7,Circuit Gilles Villeneuve,1993,7,3,2,1,9.0,0.4,4.777777777777778,18,24
280,30,michael_schumacher,8,Circuit de Nevers Magny-Cours,1993,8,7,3,4,6.0,0.2,5.333333333333333,15,24
281,30,michael_schumacher,9,Silverstone Circuit,1993,9,3,2,1,6.0,0.2,7.888888888888889,18,24
282,30,michael_schumacher,10,Hockenheimring,1993,10,3,2,1,5.8,0.2,5.9375,16,24
283,30,michael_schumacher,11,Hungaroring,1993,11,3,20,-17,5.8,0.2,8.176470588235293,17,24
284,30,michael_schumacher,13,Circuit de Spa-Francorchamps,1993,12,3,2,1,5.8,0.2,6.1875,16,24
285,30,michael_schumacher,14,Autodromo Nazionale di Monza,1993,13,5,16,-11,8.4,0.4,5.235294117647059,17,24
286,30,michael_schumacher,27,Autódromo do Estoril,1993,14,6,1,5,8.2,0.4,3.8,5,24
287,30,michael_schumacher,22,Suzuka Circuit,1993,15,4,22,-18,12.2,0.6,7.526315789473684,19,24
288,30,michael_schumacher,29,Adelaide Street Circuit,1993,16,4,19,-15,12.0,0.6,15.6,5,24
257,30,michael_schumacher,18,Autódromo José Carlos Pace,1994,1,2,1,1,11.8,0.6,4.611111111111111,18,25
258,30,michael_schumacher,28,Okayama International Circuit,1994,2,2,1,1,8.8,0.4,1.0,2,25
259,30,michael_schumacher,21,Autodromo Enzo e Dino Ferrari,1994,3,2,1,1,8.8,0.4,5.666666666666667,15,25
260,30,michael_schumacher,6,Circuit de Monaco,1994,4,1,1,0,4.6,0.2,8.277777777777779,18,25
261,30,michael_schumacher,4,Circuit de Barcelona-Catalunya,1994,5,1,2,-1,1.2,0.0,4.473684210526316,19,25
262,30,michael_schumacher,7,Circuit Gilles Villeneuve,1994,6,1,1,0,1.2,0.0,4.777777777777778,18,25
263,30,michael_schumacher,8,Circuit de Nevers Magny-Cours,1994,7,3,1,2,1.2,0.0,5.333333333333333,15,25
264,30,michael_schumacher,9,Silverstone Circuit,1994,8,2,17,-15,4.4,0.2,7.888888888888889,18,25
265,30,michael_schumacher,10,Hockenheimring,1994,9,4,11,-7,6.4,0.4,5.9375,16,25
266,30,michael_schumacher,11,Hungaroring,1994,10,1,1,0,6.2,0.4,8.176470588235293,17,25
267,30,michael_schumacher,13,Circuit de Spa-Francorchamps,1994,11,2,14,-12,8.8,0.6,6.1875,16,25
270,30,michael_schumacher,26,Circuito de Jerez,1994,14,1,1,0,8.8,0.6,9.5,2,25
271,30,michael_schumacher,22,Suzuka Circuit,1994,15,1,2,-1,5.8,0.4,7.526315789473684,19,25
272,30,michael_schumacher,29,Adelaide Street Circuit,1994,16,2,20,-18,7.6,0.4,15.6,5,25
240,30,michael_schumacher,18,Autódromo José Carlos Pace,1995,1,2,1,1,7.6,0.4,4.611111111111111,18,26
241,30,michael_schumacher,25,Autódromo Juan y Oscar Gálvez,1995,2,3,3,0,5.4,0.2,9.25,4,26
242,30,michael_schumacher,21,Autodromo Enzo e Dino Ferrari,1995,3,1,26,-25,10.4,0.4,5.666666666666667,15,26
243,30,michael_schumacher,4,Circuit de Barcelona-Catalunya,1995,4,1,1,0,10.2,0.4,4.473684210526316,19,26
244,30,michael_schumacher,6,Circuit de Monaco,1995,5,2,1,1,6.4,0.2,8.277777777777779,18,26
245,30,michael_schumacher,7,Circuit Gilles Villeneuve,1995,6,1,5,-4,7.2,0.2,4.777777777777778,18,26
246,30,michael_schumacher,8,Circuit de Nevers Magny-Cours,1995,7,2,1,1,6.8,0.2,5.333333333333333,15,26
247,30,michael_schumacher,9,Silverstone Circuit,1995,8,2,14,-12,4.4,0.2,7.888888888888889,18,26
248,30,michael_schumacher,10,Hockenheimring,1995,9,2,1,1,4.4,0.2,5.9375,16,26
249,30,michael_schumacher,11,Hungaroring,1995,10,3,11,-8,6.4,0.2,8.176470588235293,17,26
250,30,michael_schumacher,13,Circuit de Spa-Francorchamps,1995,11,16,1,15,5.6,0.2,6.1875,16,26
251,30,michael_schumacher,14,Autodromo Nazionale di Monza,1995,12,2,16,-14,8.6,0.4,5.235294117647059,17,26
252,30,michael_schumacher,27,Autódromo do Estoril,1995,13,3,2,1,6.2,0.2,3.8,5,26
253,30,michael_schumacher,20,Nürburgring,1995,14,3,1,2,6.2,0.2,3.9166666666666665,12,26
254,30,michael_schumacher,28,Okayama International Circuit,1995,15,3,1,2,4.2,0.2,1.0,2,26
255,30,michael_schumacher,22,Suzuka Circuit,1995,16,1,1,0,4.2,0.2,7.526315789473684,19,26
256,30,michael_schumacher,29,Adelaide Street Circuit,1995,17,3,15,-12,4.0,0.2,15.6,5,26
224,30,michael_schumacher,1,Albert Park Grand Prix Circuit,1996,1,4,13,-9,6.2,0.4,9.428571428571429,14,27
225,30,michael_schumacher,18,Autódromo José Carlos Pace,1996,2,4,3,1,6.6,0.4,4.611111111111111,18,27
226,30,michael_schumacher,25,Autódromo Juan y Oscar Gálvez,1996,3,2,12,-10,8.8,0.6,9.25,4,27
227,30,michael_schumacher,20,Nürburgring,1996,4,3,2,1,9.0,0.6,3.9166666666666665,12,27
228,30,michael_schumacher,21,Autodromo Enzo e Dino Ferrari,1996,5,1,2,-1,6.4,0.4,5.666666666666667,15,27
229,30,michael_schumacher,6,Circuit de Monaco,1996,6,1,17,-16,7.2,0.4,8.277777777777779,18,27
230,30,michael_schumacher,4,Circuit de Barcelona-Catalunya,1996,7,3,1,2,6.8,0.4,4.473684210526316,19,27
231,30,michael_schumacher,7,Circuit Gilles Villeneuve,1996,8,3,12,-9,6.8,0.4,4.777777777777778,18,27
232,30,michael_schumacher,8,Circuit de Nevers Magny-Cours,1996,9,1,22,-21,10.8,0.6,5.333333333333333,15,27
233,30,michael_schumacher,9,Silverstone Circuit,1996,10,3,20,-17,14.4,0.8,7.888888888888889,18,27
234,30,michael_schumacher,10,Hockenheimring,1996,11,3,4,-1,11.8,0.6,5.9375,16,27
235,30,michael_schumacher,11,Hungaroring,1996,12,1,9,-8,13.4,0.6,8.176470588235293,17,27
236,30,michael_schumacher,13,Circuit de Spa-Francorchamps,1996,13,3,1,2,11.2,0.4,6.1875,16,27
237,30,michael_schumacher,14,Autodromo Nazionale di Monza,1996,14,3,1,2,7.0,0.2,5.235294117647059,17,27
238,30,michael_schumacher,27,Autódromo do Estoril,1996,15,4,3,1,3.6,0.0,3.8,5,27
239,30,michael_schumacher,22,Suzuka Circuit,1996,16,3,2,1,3.2,0.0,7.526315789473684,19,27
207,30,michael_schumacher,1,Albert Park Grand Prix Circuit,1997,1,3,2,1,1.8,0.0,9.428571428571429,14,28
208,30,michael_schumacher,18,Autódromo José Carlos Pace,1997,2,2,5,-3,2.6,0.0,4.611111111111111,18,28
209,30,michael_schumacher,25,Autódromo Juan y Oscar Gálvez,1997,3,4,21,-17,6.6,0.2,9.25,4,28
210,30,michael_schumacher,21,Autodromo Enzo e Dino Ferrari,1997,4,3,2,1,6.4,0.2,5.666666666666667,15,28
211,30,michael_schumacher,6,Circuit de Monaco,1997,5,2,1,1,6.2,0.2,8.277777777777779,18,28
212,30,michael_schumacher,4,Circuit de Barcelona-Catalunya,1997,6,7,4,3,6.6,0.2,4.473684210526316,19,28
213,30,michael_schumacher,7,Circuit Gilles Villeneuve,1997,7,1,1,0,5.8,0.2,4.777777777777778,18,28
214,30,michael_schumacher,8,Circuit de Nevers Magny-Cours,1997,8,1,1,0,1.8,0.0,5.333333333333333,15,28
215,30,michael_schumacher,9,Silverstone Circuit,1997,9,4,18,-14,5.0,0.2,7.888888888888889,18,28
216,30,michael_schumacher,10,Hockenheimring,1997,10,4,2,2,5.2,0.2,5.9375,16,28
217,30,michael_schumacher,11,Hungaroring,1997,11,1,4,-3,5.2,0.2,8.176470588235293,17,28
218,30,michael_schumacher,13,Circuit de Spa-Francorchamps,1997,12,3,1,2,5.2,0.2,6.1875,16,28
219,30,michael_schumacher,14,Autodromo Nazionale di Monza,1997,13,9,6,3,6.2,0.2,5.235294117647059,17,28
220,30,michael_schumacher,70,Red Bull Ring,1997,14,9,6,3,3.8,0.0,5.5,6,28
221,30,michael_schumacher,20,Nürburgring,1997,15,5,18,-13,7.0,0.2,3.9166666666666665,12,28
222,30,michael_schumacher,22,Suzuka Circuit,1997,16,2,1,1,6.4,0.2,7.526315789473684,19,28
223,30,michael_schumacher,26,Circuito de Jerez,1997,17,2,18,-16,9.8,0.4,9.5,2,28
191,30,michael_schumacher,1,Albert Park Grand Prix Circuit,1998,1,3,17,-14,12.0,0.6,9.428571428571429,14,29
192,30,michael_schumacher,18,Autódromo José Carlos Pace,1998,2,4,3,1,11.4,0.6,4.611111111111111,18,29
193,30,michael_schumacher,25,Autódromo Juan y Oscar Gálvez,1998,3,2,1,1,8.0,0.4,9.25,4,29
194,30,michael_schumacher,21,Autodromo Enzo e Dino Ferrari,1998,4,3,2,1,8.2,0.4,5.666666666666667,15,29
195,30,michael_schumacher,4,Circuit de Barcelona-Catalunya,1998,5,3,3,0,5.2,0.2,4.473684210526316,19,29
196,30,michael_schumacher,6,Circuit de Monaco,1998,6,4,10,-6,3.8,0.0,8.277777777777779,18,29
197,30,michael_schumacher,7,Circuit Gilles Villeneuve,1998,7,3,1,2,3.4,0.0,4.777777777777778,18,29
198,30,michael_schumacher,8,Circuit de Nevers Magny-Cours,1998,8,2,1,1,3.4,0.0,5.333333333333333,15,29
199,30,michael_schumacher,9,Silverstone Circuit,1998,9,2,1,1,3.2,0.0,7.888888888888889,18,29
200,30,michael_schumacher,70,Red Bull Ring,1998,10,4,3,1,3.2,0.0,5.5,6,29
201,30,michael_schumacher,10,Hockenheimring,1998,11,9,5,4,2.2,0.0,5.9375,16,29
202,30,michael_schumacher,11,Hungaroring,1998,12,3,1,2,2.2,0.0,8.176470588235293,17,29
203,30,michael_schumacher,13,Circuit de Spa-Francorchamps,1998,13,4,10,-6,4.0,0.2,6.1875,16,29
204,30,michael_schumacher,14,Autodromo Nazionale di Monza,1998,14,1,1,0,4.0,0.2,5.235294117647059,17,29
205,30,michael_schumacher,20,Nürburgring,1998,15,1,2,-1,3.8,0.2,3.9166666666666665,12,29
206,30,michael_schumacher,22,Suzuka Circuit,1998,16,1,14,-13,5.6,0.4,7.526315789473684,19,29
175,30,michael_schumacher,1,Albert Park Grand Prix Circuit,1999,1,3,8,-5,7.0,0.4,9.428571428571429,14,30
176,30,michael_schumacher,18,Autódromo José Carlos Pace,1999,2,4,2,2,5.4,0.2,4.611111111111111,18,30
177,30,michael_schumacher,21,Autodromo Enzo e Dino Ferrari,1999,3,3,1,2,5.4,0.2,5.666666666666667,15,30
178,30,michael_schumacher,6,Circuit de Monaco,1999,4,2,1,1,5.2,0.2,8.277777777777779,18,30
179,30,michael_schumacher,4,Circuit de Barcelona-Catalunya,1999,5,4,3,1,3.0,0.0,4.473684210526316,19,30
180,30,michael_schumacher,7,Circuit Gilles Villeneuve,1999,6,1,15,-14,4.4,0.2,4.777777777777778,18,30
181,30,michael_schumacher,8,Circuit de Nevers Magny-Cours,1999,7,6,5,1,5.0,0.2,5.333333333333333,15,30
182,30,michael_schumacher,9,Silverstone Circuit,1999,8,2,22,-20,9.2,0.4,7.888888888888889,18,30
189,30,michael_schumacher,2,Sepang International Circuit,1999,15,1,2,-1,9.4,0.4,6.090909090909091,11,30
190,30,michael_schumacher,22,Suzuka Circuit,1999,16,1,2,-1,9.2,0.4,7.526315789473684,19,30
158,30,michael_schumacher,1,Albert Park Grand Prix Circuit,2000,1,3,1,2,6.4,0.2,9.428571428571429,14,31
159,30,michael_schumacher,18,Autódromo José Carlos Pace,2000,2,3,1,2,5.6,0.2,4.611111111111111,18,31
160,30,michael_schumacher,21,Autodromo Enzo e Dino Ferrari,2000,3,2,1,1,1.4,0.0,5.666666666666667,15,31
161,30,michael_schumacher,9,Silverstone Circuit,2000,4,5,3,2,1.6,0.0,7.888888888888889,18,31
162,30,michael_schumacher,4,Circuit de Barcelona-Catalunya,2000,5,1,5,-4,2.2,0.0,4.473684210526316,19,31
163,30,michael_schumacher,20,Nürburgring,2000,6,2,1,1,2.2,0.0,3.9166666666666665,12,31
164,30,michael_schumacher,6,Circuit de Monaco,2000,7,1,12,-11,4.4,0.2,8.277777777777779,18,31
165,30,michael_schumacher,7,Circuit Gilles Villeneuve,2000,8,1,1,0,4.4,0.2,4.777777777777778,18,31
166,30,michael_schumacher,8,Circuit de Nevers Magny-Cours,2000,9,1,16,-15,7.0,0.4,5.333333333333333,15,31
167,30,michael_schumacher,70,Red Bull Ring,2000,10,4,20,-16,10.0,0.6,5.5,6,31
168,30,michael_schumacher,10,Hockenheimring,2000,11,2,21,-19,14.0,0.8,5.9375,16,31
169,30,michael_schumacher,11,Hungaroring,2000,12,1,2,-1,12.0,0.6,8.176470588235293,17,31
